group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
D_pert_desc,0.01,2205,2205,3,-0.015625,0.015625
D_pert_desc,0.01,2205,2205,4,-0.011719,0.011719
D_pert_desc,0.01,2205,2205,5,0.003906,0.003906
D_pert_desc,0.01,2205,2205,6,0.007812,0.007812
D_pert_desc,0.01,2205,2205,7,0.027344,0.027344
D_pert_desc,0.01,2205,2205,8,0.011719,0.011719
D_pert_desc,0.01,2205,2205,9,0.042969,0.042969
D_pert_desc,0.01,2205,2205,10,0.009766,0.009766
D_pert_desc,0.01,2205,2205,11,0.039062,0.039062
D_pert_desc,0.01,2205,2205,12,0.007812,0.007812
D_pert_desc,0.01,2205,2205,13,0.046875,0.046875
D_pert_desc,0.01,2205,2205,14,0.042969,0.042969
D_pert_desc,0.01,2205,2205,15,0.037109,0.037109
D_pert_desc,0.01,2205,2205,16,-0.015625,0.015625
D_pert_desc,0.01,2205,2205,17,-0.011719,0.011719
D_pert_desc,0.01,2205,2205,18,-0.046875,0.046875
D_pert_desc,0.01,2205,2205,19,0.011719,0.011719
D_pert_desc,0.01,2205,2205,20,0.029297,0.029297
D_pert_desc,0.01,2205,2205,21,0.117188,0.117188
D_pert_desc,0.01,2205,2205,22,0.003906,0.003906
D_pert_desc,0.01,2205,2205,23,0.136719,0.136719
D_pert_desc,0.01,2205,2205,24,0.0,0.0
D_pert_desc,0.01,2205,2205,25,0.003906,0.003906
D_pert_desc,0.01,2205,2205,26,0.070312,0.070312
D_pert_desc,0.01,2205,2205,27,-0.019531,0.019531
D_pert_desc,0.01,2205,2205,28,0.050781,0.050781
D_pert_desc,0.01,2205,2205,29,0.007812,0.007812
D_pert_desc,0.01,2205,2205,30,0.015625,0.015625
D_pert_desc,0.01,2205,2205,31,0.070312,0.070312
D_pert_desc,0.01,2205,2205,32,-0.015625,0.015625
D_pert_desc,0.01,2205,2205,33,-0.003906,0.003906
D_pert_desc,0.01,2205,2205,34,-0.003906,0.003906
D_pert_desc,0.01,2205,2205,35,-0.013672,0.013672
D_pert_desc,0.01,2205,2205,36,0.03125,0.03125
